run_identifier,n_trial,n_planes,pair_quality,pair_completeness,f1*_score,f1_score,comparisons_fraction
0,1,50,0.119658119658,0.222222222222,0.155555555556,0.213740458015,0.000619686979
0,1,75,0.119658119658,0.222222222222,0.155555555556,0.213740458015,0.000619686979
0,1,30,0.119658119658,0.222222222222,0.155555555556,0.213740458015,0.000619686979
0,5,50,0.119658119658,0.222222222222,0.155555555556,0.213740458015,0.000619686979
0,5,75,0.119658119658,0.222222222222,0.155555555556,0.213740458015,0.000619686979
0,5,30,0.119658119658,0.222222222222,0.155555555556,0.213740458015,0.000619686979
0,25,50,0.119658119658,0.222222222222,0.155555555556,0.213740458015,0.000619686979
0,25,75,0.119658119658,0.222222222222,0.155555555556,0.213740458015,0.000619686979
0,25,30,0.119658119658,0.222222222222,0.155555555556,0.213740458015,0.000619686979
0,50,50,0.119658119658,0.222222222222,0.155555555556,0.213740458015,0.000619686979
0,50,75,0.119658119658,0.222222222222,0.155555555556,0.213740458015,0.000619686979
0,50,30,0.119658119658,0.222222222222,0.155555555556,0.213740458015,0.000619686979
1,1,50,0.223529411765,0.351851851852,0.273381294964,0.372549019608,0.000482622742
1,1,75,0.223529411765,0.351851851852,0.273381294964,0.372549019608,0.000482622742
1,1,30,0.223529411765,0.351851851852,0.273381294964,0.372549019608,0.000482622742
1,5,50,0.223529411765,0.351851851852,0.273381294964,0.372549019608,0.000482622742
1,5,75,0.223529411765,0.351851851852,0.273381294964,0.372549019608,0.000482622742
1,5,30,0.223529411765,0.351851851852,0.273381294964,0.372549019608,0.000482622742
1,25,50,0.223529411765,0.351851851852,0.273381294964,0.372549019608,0.000482622742
1,25,75,0.223529411765,0.351851851852,0.273381294964,0.372549019608,0.000482622742
1,25,30,0.227272727273,0.37037037037,0.281690140845,0.377358490566,0.000499656486
1,50,50,0.223529411765,0.351851851852,0.273381294964,0.372549019608,0.000482622742
1,50,75,0.223529411765,0.351851851852,0.273381294964,0.372549019608,0.000482622742
1,50,30,0.218390804598,0.351851851852,0.269503546099,0.365384615385,0.000493978572
2,1,50,0.173913043478,0.272727272727,0.212389380531,0.3,0.000391776108
2,1,75,0.173913043478,0.272727272727,0.212389380531,0.3,0.000391776108
2,1,30,0.173913043478,0.272727272727,0.212389380531,0.3,0.000391776108
2,5,50,0.173913043478,0.272727272727,0.212389380531,0.3,0.000391776108
2,5,75,0.173913043478,0.272727272727,0.212389380531,0.3,0.000391776108
2,5,30,0.173913043478,0.272727272727,0.212389380531,0.3,0.000391776108
2,25,50,0.173913043478,0.272727272727,0.212389380531,0.3,0.000391776108
2,25,75,0.173913043478,0.272727272727,0.212389380531,0.3,0.000391776108
2,25,30,0.173913043478,0.272727272727,0.212389380531,0.3,0.000391776108
2,50,50,0.173913043478,0.272727272727,0.212389380531,0.3,0.000391776108
2,50,75,0.173913043478,0.272727272727,0.212389380531,0.3,0.000391776108
2,50,30,0.173913043478,0.272727272727,0.212389380531,0.3,0.000391776108
3,1,50,0.042553191489,0.133333333333,0.064516129032,0.086330935252,0.000795217416
3,1,75,0.042553191489,0.133333333333,0.064516129032,0.086330935252,0.000795217416
3,1,30,0.042553191489,0.133333333333,0.064516129032,0.086330935252,0.000795217416
3,5,50,0.042553191489,0.133333333333,0.064516129032,0.086330935252,0.000795217416
3,5,75,0.042553191489,0.133333333333,0.064516129032,0.086330935252,0.000795217416
3,5,30,0.042553191489,0.133333333333,0.064516129032,0.086330935252,0.000795217416
3,25,50,0.042553191489,0.133333333333,0.064516129032,0.086330935252,0.000795217416
3,25,75,0.042553191489,0.133333333333,0.064516129032,0.086330935252,0.000795217416
3,25,30,0.042553191489,0.133333333333,0.064516129032,0.086330935252,0.000795217416
3,50,50,0.042553191489,0.133333333333,0.064516129032,0.086330935252,0.000795217416
3,50,75,0.042553191489,0.133333333333,0.064516129032,0.086330935252,0.000795217416
3,50,30,0.042553191489,0.133333333333,0.064516129032,0.086330935252,0.000795217416
4,1,50,0.084905660377,0.183673469388,0.116129032258,0.168224299065,0.000591844825
4,1,75,0.084905660377,0.183673469388,0.116129032258,0.168224299065,0.000591844825
