run_identifier,n_trial,n_planes,pair_quality,pair_completeness,f1*_score,f1_score,comparisons_fraction
0,1,50,0.309523809524,0.206349206349,0.247619047619,0.472727272727,0.000222451736
0,1,75,0.309523809524,0.206349206349,0.247619047619,0.472727272727,0.000222451736
0,1,30,0.309523809524,0.206349206349,0.247619047619,0.472727272727,0.000222451736
0,5,50,0.309523809524,0.206349206349,0.247619047619,0.472727272727,0.000222451736
0,5,75,0.309523809524,0.206349206349,0.247619047619,0.472727272727,0.000222451736
0,5,30,0.309523809524,0.206349206349,0.247619047619,0.472727272727,0.000222451736
0,25,50,0.309523809524,0.206349206349,0.247619047619,0.472727272727,0.000222451736
0,25,75,0.309523809524,0.206349206349,0.247619047619,0.472727272727,0.000222451736
0,25,30,0.309523809524,0.206349206349,0.247619047619,0.472727272727,0.000222451736
0,50,50,0.309523809524,0.206349206349,0.247619047619,0.472727272727,0.000222451736
0,50,75,0.309523809524,0.206349206349,0.247619047619,0.472727272727,0.000222451736
0,50,30,0.309523809524,0.206349206349,0.247619047619,0.472727272727,0.000222451736
1,1,50,0.34693877551,0.314814814815,0.330097087379,0.515151515152,0.000278217816
1,1,75,0.34693877551,0.314814814815,0.330097087379,0.515151515152,0.000278217816
1,1,30,0.34693877551,0.314814814815,0.330097087379,0.515151515152,0.000278217816
1,5,50,0.34693877551,0.314814814815,0.330097087379,0.515151515152,0.000278217816
1,5,75,0.34693877551,0.314814814815,0.330097087379,0.515151515152,0.000278217816
1,5,30,0.34693877551,0.314814814815,0.330097087379,0.515151515152,0.000278217816
1,25,50,0.34693877551,0.314814814815,0.330097087379,0.515151515152,0.000278217816
1,25,75,0.34693877551,0.314814814815,0.330097087379,0.515151515152,0.000278217816
1,25,30,0.34693877551,0.314814814815,0.330097087379,0.515151515152,0.000278217816
1,50,50,0.34693877551,0.314814814815,0.330097087379,0.515151515152,0.000278217816
1,50,75,0.34693877551,0.314814814815,0.330097087379,0.515151515152,0.000278217816
1,50,30,0.333333333333,0.314814814815,0.32380952381,0.5,0.000289573645
2,1,50,0.315789473684,0.272727272727,0.292682926829,0.489795918367,0.000215760755
2,1,75,0.315789473684,0.272727272727,0.292682926829,0.489795918367,0.000215760755
2,1,30,0.315789473684,0.272727272727,0.292682926829,0.489795918367,0.000215760755
2,5,50,0.315789473684,0.272727272727,0.292682926829,0.489795918367,0.000215760755
2,5,75,0.315789473684,0.272727272727,0.292682926829,0.489795918367,0.000215760755
2,5,30,0.315789473684,0.272727272727,0.292682926829,0.489795918367,0.000215760755
2,25,50,0.315789473684,0.272727272727,0.292682926829,0.489795918367,0.000215760755
2,25,75,0.315789473684,0.272727272727,0.292682926829,0.489795918367,0.000215760755
2,25,30,0.315789473684,0.272727272727,0.292682926829,0.489795918367,0.000215760755
2,50,50,0.315789473684,0.272727272727,0.292682926829,0.489795918367,0.000215760755
2,50,75,0.315789473684,0.272727272727,0.292682926829,0.489795918367,0.000215760755
2,50,30,0.315789473684,0.272727272727,0.292682926829,0.489795918367,0.000215760755
3,1,50,0.086956521739,0.133333333333,0.105263157895,0.179104477612,0.000389148948
3,1,75,0.086956521739,0.133333333333,0.105263157895,0.179104477612,0.000389148948
3,1,30,0.086956521739,0.133333333333,0.105263157895,0.179104477612,0.000389148948
3,5,50,0.086956521739,0.133333333333,0.105263157895,0.179104477612,0.000389148948
3,5,75,0.086956521739,0.133333333333,0.105263157895,0.179104477612,0.000389148948
3,5,30,0.086956521739,0.133333333333,0.105263157895,0.179104477612,0.000389148948
3,25,50,0.086956521739,0.133333333333,0.105263157895,0.179104477612,0.000389148948
3,25,75,0.086956521739,0.133333333333,0.105263157895,0.179104477612,0.000389148948
3,25,30,0.086956521739,0.133333333333,0.105263157895,0.179104477612,0.000389148948
3,50,50,0.086956521739,0.133333333333,0.105263157895,0.179104477612,0.000389148948
3,50,75,0.086956521739,0.133333333333,0.105263157895,0.179104477612,0.000389148948
3,50,30,0.086956521739,0.133333333333,0.105263157895,0.179104477612,0.000389148948
4,1,50,0.133333333333,0.163265306122,0.146788990826,0.235294117647,0.000335006505
4,1,75,0.133333333333,0.163265306122,0.146788990826,0.235294117647,0.000335006505
4,1,30,0.133333333333,0.163265306122,0.146788990826,0.235294117647,0.000335006505
4,5,50,0.133333333333,0.163265306122,0.146788990826,0.235294117647,0.000335006505
4,5,75,0.133333333333,0.163265306122,0.146788990826,0.235294117647,0.000335006505
4,5,30,0.133333333333,0.163265306122,0.146788990826,0.235294117647,0.000335006505
4,25,50,0.133333333333,0.163265306122,0.146788990826,0.235294117647,0.000335006505
4,25,75,0.133333333333,0.163265306122,0.146788990826,0.235294117647,0.000335006505
4,25,30,0.133333333333,0.163265306122,0.146788990826,0.235294117647,0.000335006505
4,50,50,0.133333333333,0.163265306122,0.146788990826,0.235294117647,0.000335006505
4,50,75,0.133333333333,0.163265306122,0.146788990826,0.235294117647,0.000335006505
4,50,30,0.133333333333,0.163265306122,0.146788990826,0.235294117647,0.000335006505
5,1,50,0.28,0.285714285714,0.282828282828,0.4375,0.000283895731
5,1,75,0.28,0.285714285714,0.282828282828,0.4375,0.000283895731
5,1,30,0.28,0.285714285714,0.282828282828,0.4375,0.000283895731
5,5,50,0.28,0.285714285714,0.282828282828,0.4375,0.000283895731
5,5,75,0.28,0.285714285714,0.282828282828,0.4375,0.000283895731
5,5,30,0.28,0.285714285714,0.282828282828,0.4375,0.000283895731
5,25,50,0.28,0.285714285714,0.282828282828,0.4375,0.000283895731
5,25,75,0.28,0.285714285714,0.282828282828,0.4375,0.000283895731
5,25,30,0.28,0.285714285714,0.282828282828,0.4375,0.000283895731
5,50,50,0.28,0.285714285714,0.282828282828,0.4375,0.000283895731
5,50,75,0.28,0.285714285714,0.282828282828,0.4375,0.000283895731
5,50,30,0.28,0.285714285714,0.282828282828,0.4375,0.000283895731
6,1,50,0.282608695652,0.224137931034,0.25,0.448275862069,0.000265641061
6,1,75,0.282608695652,0.224137931034,0.25,0.448275862069,0.000265641061
6,1,30,0.282608695652,0.224137931034,0.25,0.448275862069,0.000265641061
6,5,50,0.282608695652,0.224137931034,0.25,0.448275862069,0.000265641061
6,5,75,0.282608695652,0.224137931034,0.25,0.448275862069,0.000265641061
6,5,30,0.282608695652,0.224137931034,0.25,0.448275862069,0.000265641061
6,25,50,0.282608695652,0.224137931034,0.25,0.448275862069,0.000265641061
6,25,75,0.282608695652,0.224137931034,0.25,0.448275862069,0.000265641061
6,25,30,0.282608695652,0.224137931034,0.25,0.448275862069,0.000265641061
6,50,50,0.282608695652,0.224137931034,0.25,0.448275862069,0.000265641061
6,50,75,0.282608695652,0.224137931034,0.25,0.448275862069,0.000265641061
6,50,30,0.302325581395,0.224137931034,0.257425742574,0.472727272727,0.000248316644
7,1,50,0.16,0.205128205128,0.179775280899,0.275862068966,0.000297778572
7,1,75,0.16,0.205128205128,0.179775280899,0.275862068966,0.000297778572
7,1,30,0.16,0.205128205128,0.179775280899,0.275862068966,0.000297778572
7,5,50,0.16,0.205128205128,0.179775280899,0.275862068966,0.000297778572
7,5,75,0.16,0.205128205128,0.179775280899,0.275862068966,0.000297778572
7,5,30,0.16,0.205128205128,0.179775280899,0.275862068966,0.000297778572
7,25,50,0.16,0.205128205128,0.179775280899,0.275862068966,0.000297778572
7,25,75,0.16,0.205128205128,0.179775280899,0.275862068966,0.000297778572
7,25,30,0.16,0.205128205128,0.179775280899,0.275862068966,0.000297778572
7,50,50,0.16,0.205128205128,0.179775280899,0.275862068966,0.000297778572
